,symbol,metric,value
4391,LIN,EPS (TTM),7.76
4392,LIN,Earnings Date,28-Apr-22
4393,LIN,Forward Dividend & Yield,4.68 (1.54%)
4394,LIN,Ex-Dividend Date,2-Jun-22
4395,LIN,1y Target Est,327.12
4396,LYV,Previous Close,86.8
4397,LYV,Open,87.34
4398,LYV,Bid,85.22 x 800
4399,LYV,Ask,85.32 x 1100
4400,LYV,Day's Range,84.18 - 87.89
4401,LYV,52 Week Range,74.23 - 127.75
4402,LYV,Volume,"1,525,399"
4403,LYV,Avg. Volume,"2,193,538"
4404,LYV,Market Cap,19.529B
4405,LYV,Beta (5Y Monthly),1.29
4406,LYV,PE Ratio (TTM),N/A
4407,LYV,EPS (TTM),-2.05
4408,LYV,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
4409,LYV,Forward Dividend & Yield,N/A (N/A)
4410,LYV,Ex-Dividend Date,N/A
4411,LYV,1y Target Est,125.23
4412,LKQ,Previous Close,49.92
4413,LKQ,Open,49.93
4414,LKQ,Bid,50.89 x 1000
4415,LKQ,Ask,52.18 x 900
4416,LKQ,Day's Range,49.78 - 51.26
4417,LKQ,52 Week Range,42.36 - 60.43
4418,LKQ,Volume,"1,861,329"
4419,LKQ,Avg. Volume,"1,842,546"
4420,LKQ,Market Cap,14.402B
4421,LKQ,Beta (5Y Monthly),1.46
4422,LKQ,PE Ratio (TTM),13.59
4423,LKQ,EPS (TTM),3.75
4424,LKQ,Earnings Date,28-Jul-22
4425,LKQ,Forward Dividend & Yield,1.00 (2.13%)
4426,LKQ,Ex-Dividend Date,18-May-22
4427,LKQ,1y Target Est,66.57
4428,LMT,Previous Close,419.04
4429,LMT,Open,419.04
4430,LMT,Bid,419.31 x 900
4431,LMT,Ask,419.57 x 1000
4432,LMT,Day's Range,417.47 - 423.19
4433,LMT,52 Week Range,324.23 - 479.99
4434,LMT,Volume,"769,049"
4435,LMT,Avg. Volume,"1,444,374"
4436,LMT,Market Cap,111.565B
4437,LMT,Beta (5Y Monthly),0.76
4438,LMT,PE Ratio (TTM),18.52
4439,LMT,EPS (TTM),22.64
4440,LMT,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
4441,LMT,Forward Dividend & Yield,11.20 (2.67%)
4442,LMT,Ex-Dividend Date,31-Aug-22
4443,LMT,1y Target Est,482.88
4444,L,Previous Close,65.93
4445,L,Open,65.51
4446,L,Bid,66.23 x 900
4447,L,Ask,66.29 x 1000
4448,L,Day's Range,64.93 - 66.34
4449,L,52 Week Range,51.35 - 68.20
4450,L,Volume,"275,724"
4451,L,Avg. Volume,"948,098"
4452,L,Market Cap,16.28B
4453,L,Beta (5Y Monthly),0.85
4454,L,PE Ratio (TTM),10.19
4455,L,EPS (TTM),6.49
4456,L,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
4457,L,Forward Dividend & Yield,0.25 (0.38%)
4458,L,Ex-Dividend Date,24-May-22
4459,L,1y Target Est,N/A
4460,LOW,Previous Close,182.84
4461,LOW,Open,183
4462,LOW,Bid,183.62 x 900
4463,LOW,Ask,184.27 x 800
4464,LOW,Day's Range,182.12 - 185.30
4465,LOW,52 Week Range,170.12 - 263.31
4466,LOW,Volume,"2,489,088"
4467,LOW,Avg. Volume,"4,361,406"
4468,LOW,Market Cap,117.74B
4469,LOW,Beta (5Y Monthly),1.24
4470,LOW,PE Ratio (TTM),14.96
4471,LOW,EPS (TTM),12.31
4472,LOW,Earnings Date,17-Aug-22
4473,LOW,Forward Dividend & Yield,4.20 (2.44%)
4474,LOW,Ex-Dividend Date,19-Jul-22
4475,LOW,1y Target Est,244.92
4476,LUMN,Previous Close,11.27
4477,LUMN,Open,11.28
4478,LUMN,Bid,11.37 x 1400
4479,LUMN,Ask,11.38 x 3200
4480,LUMN,Day's Range,11.19 - 11.43
4481,LUMN,52 Week Range,9.31 - 14.50
4482,LUMN,Volume,"7,738,026"
4483,LUMN,Avg. Volume,"12,318,311"
4484,LUMN,Market Cap,11.746B
4485,LUMN,Beta (5Y Monthly),1
4486,LUMN,PE Ratio (TTM),5.52
4487,LUMN,EPS (TTM),2.06
4488,LUMN,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
4489,LUMN,Forward Dividend & Yield,1.00 (9.27%)
4490,LUMN,Ex-Dividend Date,27-May-22
4491,LUMN,1y Target Est,10.4
4492,LYB,Previous Close,89.24
4493,LYB,Open,88.5
4494,LYB,Bid,88.03 x 800
4495,LYB,Ask,88.41 x 800
4496,LYB,Day's Range,87.89 - 89.89
4497,LYB,52 Week Range,83.50 - 117.22
4498,LYB,Volume,"2,087,905"
4499,LYB,Avg. Volume,"2,344,896"
4500,LYB,Market Cap,28.9B
4501,LYB,Beta (5Y Monthly),1.26
4502,LYB,PE Ratio (TTM),5.02
4503,LYB,EPS (TTM),17.58
4504,LYB,Earnings Date,"Jul 28, 2022 - Aug 01, 2022"
4505,LYB,Forward Dividend & Yield,4.76 (5.33%)
4506,LYB,Ex-Dividend Date,3-Jun-22
4507,LYB,1y Target Est,116.24
4508,MTB,Previous Close,166.64
4509,MTB,Open,166.98
4510,MTB,Bid,164.11 x 1100
4511,MTB,Ask,164.12 x 800
4512,MTB,Day's Range,163.21 - 167.57
4513,MTB,52 Week Range,128.46 - 186.95
4514,MTB,Volume,"783,534"
4515,MTB,Avg. Volume,"1,564,180"
4516,MTB,Market Cap,29.519B
4517,MTB,Beta (5Y Monthly),0.86
4518,MTB,PE Ratio (TTM),12.57
4519,MTB,EPS (TTM),13.09
4520,MTB,Earnings Date,20-Jul-22
4521,MTB,Forward Dividend & Yield,4.80 (2.88%)
4522,MTB,Ex-Dividend Date,31-May-22
4523,MTB,1y Target Est,206.12
4524,MRO,Previous Close,22.05
4525,MRO,Open,22.38
4526,MRO,Bid,23.17 x 800
4527,MRO,Ask,23.18 x 2900
4528,MRO,Day's Range,22.27 - 23.34
4529,MRO,52 Week Range,10.41 - 33.24
4530,MRO,Volume,"18,113,139"
4531,MRO,Avg. Volume,"21,608,764"
4532,MRO,Market Cap,16.362B
4533,MRO,Beta (5Y Monthly),2.57
4534,MRO,PE Ratio (TTM),8.08
4535,MRO,EPS (TTM),2.86
4536,MRO,Earnings Date,3-Aug-22
4537,MRO,Forward Dividend & Yield,0.32 (1.45%)
4538,MRO,Ex-Dividend Date,17-May-22
4539,MRO,1y Target Est,34.4
4540,MPC,Previous Close,85.68
4541,MPC,Open,87.27
4542,MPC,Bid,87.89 x 900
4543,MPC,Ask,88.27 x 800
4544,MPC,Day's Range,86.08 - 88.58
4545,MPC,52 Week Range,50.19 - 114.35
4546,MPC,Volume,"5,218,902"
4547,MPC,Avg. Volume,"6,693,477"
4548,MPC,Market Cap,47.575B
4549,MPC,Beta (5Y Monthly),1.75
4550,MPC,PE Ratio (TTM),20.74
4551,MPC,EPS (TTM),4.24
4552,MPC,Earnings Date,2-Aug-22
4553,MPC,Forward Dividend & Yield,2.32 (2.74%)
4554,MPC,Ex-Dividend Date,17-May-22
4555,MPC,1y Target Est,119.21
4556,MKTX,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
4557,MAR,Previous Close,139.39
4558,MAR,Open,139.6
4559,MAR,Bid,140.29 x 900
4560,MAR,Ask,140.77 x 1000
4561,MAR,Day's Range,138.41 - 141.07
4562,MAR,52 Week Range,127.23 - 195.90
4563,MAR,Volume,"2,055,088"
4564,MAR,Avg. Volume,"2,524,783"
4565,MAR,Market Cap,45.884B
4566,MAR,Beta (5Y Monthly),1.57
4567,MAR,PE Ratio (TTM),29.7
4568,MAR,EPS (TTM),4.72
4569,MAR,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
4570,MAR,Forward Dividend & Yield,1.20 (0.86%)
4571,MAR,Ex-Dividend Date,13-May-22
4572,MAR,1y Target Est,179.73
4573,MMC,Previous Close,158.83
4574,MMC,Open,158.91
4575,MMC,Bid,158.73 x 900
4576,MMC,Ask,159.14 x 1100
4577,MMC,Day's Range,158.06 - 159.62
4578,MMC,52 Week Range,137.85 - 183.14
4579,MMC,Volume,"1,568,252"
4580,MMC,Avg. Volume,"2,015,422"
4581,MMC,Market Cap,79.769B
4582,MMC,Beta (5Y Monthly),0.94
4583,MMC,PE Ratio (TTM),25.17
4584,MMC,EPS (TTM),6.32
4585,MMC,Earnings Date,21-Jul-22
4586,MMC,Forward Dividend & Yield,2.14 (1.44%)
4587,MMC,Ex-Dividend Date,5-Apr-22
4588,MMC,1y Target Est,182.92
4589,MLM,Previous Close,309.68
4590,MLM,Open,310
4591,MLM,Bid,308.97 x 900
4592,MLM,Ask,308.98 x 900
4593,MLM,Day's Range,304.43 - 310.05
4594,MLM,52 Week Range,295.56 - 446.46
4595,MLM,Volume,"266,578"
4596,MLM,Avg. Volume,"465,459"
4597,MLM,Market Cap,19.264B
4598,MLM,Beta (5Y Monthly),0.79
4599,MLM,PE Ratio (TTM),29.25
4600,MLM,EPS (TTM),10.56
4601,MLM,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
4602,MLM,Forward Dividend & Yield,2.44 (0.79%)
4603,MLM,Ex-Dividend Date,31-May-22
4604,MLM,1y Target Est,445.95
4605,MAS,Previous Close,51.8
4606,MAS,Open,51.8
4607,MAS,Bid,51.57 x 800
4608,MAS,Ask,51.58 x 800
4609,MAS,Day's Range,51.49 - 52.30
4610,MAS,52 Week Range,46.27 - 71.06
4611,MAS,Volume,"1,503,020"
4612,MAS,Avg. Volume,"2,400,461"
4613,MAS,Market Cap,12.206B
4614,MAS,Beta (5Y Monthly),1.23
4615,MAS,PE Ratio (TTM),23.11
4616,MAS,EPS (TTM),2.24
4617,MAS,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
4618,MAS,Forward Dividend & Yield,1.12 (2.37%)
4619,MAS,Ex-Dividend Date,26-May-22
4620,MAS,1y Target Est,65
4621,MA,Previous Close,330.5
4622,MA,Open,331.97
4623,MA,Bid,329.22 x 1100
4624,MA,Ask,328.38 x 800
4625,MA,Day's Range,327.15 - 331.91
4626,MA,52 Week Range,303.65 - 399.92
4627,MA,Volume,"2,810,673"
4628,MA,Avg. Volume,"3,401,916"
4629,MA,Market Cap,319.835B
4630,MA,Beta (5Y Monthly),1
4631,MA,PE Ratio (TTM),34.22
4632,MA,EPS (TTM),9.61
4633,MA,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
4634,MA,Forward Dividend & Yield,1.96 (0.63%)
4635,MA,Ex-Dividend Date,7-Apr-22
4636,MA,1y Target Est,431.81
4637,MTCH,Previous Close,78.45
4638,MTCH,Open,78.32
4639,MTCH,Bid,76.66 x 1000
4640,MTCH,Ask,76.38 x 1000
4641,MTCH,Day's Range,74.26 - 79.37
4642,MTCH,52 Week Range,67.25 - 182.00
4643,MTCH,Volume,"3,464,046"
4644,MTCH,Avg. Volume,"3,346,125"
4645,MTCH,Market Cap,21.905B
4646,MTCH,Beta (5Y Monthly),N/A
4647,MTCH,PE Ratio (TTM),80.57
4648,MTCH,EPS (TTM),0.95
4649,MTCH,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
4650,MTCH,Forward Dividend & Yield,N/A (N/A)
4651,MTCH,Ex-Dividend Date,10-Nov-15
4652,MTCH,1y Target Est,118
4653,MKC,Previous Close,87.84
4654,MKC,Open,87.72
4655,MKC,Bid,88.08 x 800
4656,MKC,Ask,88.12 x 900
4657,MKC,Day's Range,87.21 - 88.40
4658,MKC,52 Week Range,77.85 - 107.35
4659,MKC,Volume,"1,250,091"
4660,MKC,Avg. Volume,"1,257,617"
4661,MKC,Market Cap,23.535B
4662,MKC,Beta (5Y Monthly),0.45
4663,MKC,PE Ratio (TTM),31.74
4664,MKC,EPS (TTM),2.77
4665,MKC,Earnings Date,29-Jun-22
4666,MKC,Forward Dividend & Yield,1.48 (1.77%)
4667,MKC,Ex-Dividend Date,8-Apr-22
4668,MKC,1y Target Est,97.55
4669,MCD,Previous Close,247.9
4670,MCD,Open,247.9
4671,MCD,Bid,247.00 x 800
4672,MCD,Ask,246.80 x 800
4673,MCD,Day's Range,246.62 - 248.76
4674,MCD,52 Week Range,217.68 - 271.15
4675,MCD,Volume,"1,976,231"
4676,MCD,Avg. Volume,"2,877,958"
4677,MCD,Market Cap,182.69B
4678,MCD,Beta (5Y Monthly),0.57
4679,MCD,PE Ratio (TTM),26.09
4680,MCD,EPS (TTM),9.47
4681,MCD,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
4682,MCD,Forward Dividend & Yield,5.52 (2.23%)
4683,MCD,Ex-Dividend Date,3-Jun-22
4684,MCD,1y Target Est,278.75
4685,MCK,Previous Close,321.55
4686,MCK,Open,323.1
4687,MCK,Bid,325.84 x 1000
4688,MCK,Ask,327.28 x 1200
4689,MCK,Day's Range,321.67 - 328.45
4690,MCK,52 Week Range,186.61 - 339.94
4691,MCK,Volume,"826,131"
4692,MCK,Avg. Volume,"1,199,729"
4693,MCK,Market Cap,46.861B
4694,MCK,Beta (5Y Monthly),0.66
4695,MCK,PE Ratio (TTM),44.95
4696,MCK,EPS (TTM),7.26
4697,MCK,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
4698,MCK,Forward Dividend & Yield,1.88 (0.58%)
4699,MCK,Ex-Dividend Date,31-May-22
4700,MCK,1y Target Est,368.92
4701,MDT,Previous Close,90.22
4702,MDT,Open,90.36
4703,MDT,Bid,90.45 x 800
4704,MDT,Ask,90.41 x 900
4705,MDT,Day's Range,89.88 - 91.19
4706,MDT,52 Week Range,86.95 - 135.89
4707,MDT,Volume,"4,374,850"
4708,MDT,Avg. Volume,"5,986,704"
4709,MDT,Market Cap,120.392B
4710,MDT,Beta (5Y Monthly),0.75
4711,MDT,PE Ratio (TTM),24.25
4712,MDT,EPS (TTM),3.73
4713,MDT,Earnings Date,23-Aug-22
4714,MDT,Forward Dividend & Yield,2.72 (3.08%)
4715,MDT,Ex-Dividend Date,23-Jun-22
4716,MDT,1y Target Est,116.78
4717,MRK,Previous Close,93.13
4718,MRK,Open,93.2
4719,MRK,Bid,94.30 x 1100
4720,MRK,Ask,94.29 x 1400
4721,MRK,Day's Range,93.05 - 95.72
4722,MRK,52 Week Range,70.89 - 95.72
4723,MRK,Volume,"11,611,677"
4724,MRK,Avg. Volume,"12,244,459"
4725,MRK,Market Cap,238.745B
4726,MRK,Beta (5Y Monthly),0.37
4727,MRK,PE Ratio (TTM),17.23
4728,MRK,EPS (TTM),5.48
4729,MRK,Earnings Date,28-Jul-22
4730,MRK,Forward Dividend & Yield,2.76 (2.96%)
4731,MRK,Ex-Dividend Date,14-Jun-22
4732,MRK,1y Target Est,97.13
4733,META,Previous Close,170.16
4734,META,Open,171.32
4735,META,Bid,168.93 x 900
4736,META,Ask,169.05 x 1300
4737,META,Day's Range,168.01 - 171.73
4738,META,52 Week Range,154.25 - 384.33
4739,META,Volume,"28,710,742"
4740,META,Avg. Volume,"32,557,990"
4741,META,Market Cap,458.694B
4742,META,Beta (5Y Monthly),1.38
4743,META,PE Ratio (TTM),11.77
4744,META,EPS (TTM),14.4
4745,META,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
4746,META,Forward Dividend & Yield,N/A (N/A)
4747,META,Ex-Dividend Date,N/A
4748,META,1y Target Est,295.68
4749,MET,Previous Close,64.22
4750,MET,Open,64.55
4751,MET,Bid,63.54 x 1100
4752,MET,Ask,63.59 x 900
4753,MET,Day's Range,63.32 - 64.74
4754,MET,52 Week Range,55.21 - 73.18
4755,MET,Volume,"3,054,235"
4756,MET,Avg. Volume,"4,387,530"
4757,MET,Market Cap,51.704B
4758,MET,Beta (5Y Monthly),1.15
4759,MET,PE Ratio (TTM),8.25
4760,MET,EPS (TTM),7.71
4761,MET,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
4762,MET,Forward Dividend & Yield,2.00 (3.11%)
4763,MET,Ex-Dividend Date,9-May-22
4764,MET,1y Target Est,77.86
4765,MTD,Previous Close,"1,146.90"
4766,MTD,Open,"1,153.85"
4767,MTD,Bid,"1,141.99 x 800"
4768,MTD,Ask,"1,148.40 x 800"
4769,MTD,Day's Range,"1,135.00 - 1,152.94"
4770,MTD,52 Week Range,"1,082.78 - 1,714.75"
4771,MTD,Volume,"85,064"
4772,MTD,Avg. Volume,"139,890"
4773,MTD,Market Cap,25.887B
4774,MTD,Beta (5Y Monthly),1.06
4775,MTD,PE Ratio (TTM),33.52
4776,MTD,EPS (TTM),34.05
4777,MTD,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
4778,MTD,Forward Dividend & Yield,N/A (N/A)
4779,MTD,Ex-Dividend Date,N/A
4780,MTD,1y Target Est,"1,370.90"
4781,MGM,Previous Close,30.24
4782,MGM,Open,30.26
4783,MGM,Bid,29.92 x 800
4784,MGM,Ask,30.08 x 900
4785,MGM,Day's Range,29.68 - 30.44
4786,MGM,52 Week Range,26.41 - 51.17
4787,MGM,Volume,"4,976,957"
4788,MGM,Avg. Volume,"5,905,100"
4789,MGM,Market Cap,12.794B
4790,MGM,Beta (5Y Monthly),2.2
4791,MGM,PE Ratio (TTM),9.56
4792,MGM,EPS (TTM),3.14
4793,MGM,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
4794,MGM,Forward Dividend & Yield,0.01 (0.04%)
4795,MGM,Ex-Dividend Date,9-Jun-22
4796,MGM,1y Target Est,53.63
4797,MCHP,Previous Close,60.58
4798,MCHP,Open,61.35
4799,MCHP,Bid,60.80 x 800
4800,MCHP,Ask,60.43 x 1300
4801,MCHP,Day's Range,60.09 - 61.41
4802,MCHP,52 Week Range,56.24 - 90.00
4803,MCHP,Volume,"3,060,511"
4804,MCHP,Avg. Volume,"5,132,883"
4805,MCHP,Market Cap,33.642B
4806,MCHP,Beta (5Y Monthly),1.55
4807,MCHP,PE Ratio (TTM),26.73
4808,MCHP,EPS (TTM),2.27
4809,MCHP,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
4810,MCHP,Forward Dividend & Yield,1.10 (1.86%)
4811,MCHP,Ex-Dividend Date,19-May-22
4812,MCHP,1y Target Est,84.53
4813,MU,Previous Close,58.44
4814,MU,Open,59.58
4815,MU,Bid,58.74 x 800
4816,MU,Ask,58.76 x 1300
4817,MU,Day's Range,58.37 - 60.04
4818,MU,52 Week Range,53.60 - 98.45
4819,MU,Volume,"15,897,249"
4820,MU,Avg. Volume,"20,215,419"
4821,MU,Market Cap,65.638B
4822,MU,Beta (5Y Monthly),1.17
4823,MU,PE Ratio (TTM),7.4
4824,MU,EPS (TTM),7.95
4825,MU,Earnings Date,30-Jun-22
4826,MU,Forward Dividend & Yield,0.40 (0.70%)
4827,MU,Ex-Dividend Date,8-Apr-22
4828,MU,1y Target Est,101.23
4829,MSFT,Previous Close,267.7
4830,MSFT,Open,268.2
4831,MSFT,Bid,264.54 x 800
4832,MSFT,Ask,265.31 x 900
4833,MSFT,Day's Range,263.28 - 268.30
4834,MSFT,52 Week Range,241.51 - 349.67
4835,MSFT,Volume,"22,956,963"
4836,MSFT,Avg. Volume,"32,405,577"
4837,MSFT,Market Cap,1.981T
4838,MSFT,Beta (5Y Monthly),0.94
4839,MSFT,PE Ratio (TTM),27.65
4840,MSFT,EPS (TTM),9.58
4841,MSFT,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
4842,MSFT,Forward Dividend & Yield,2.48 (0.96%)
4843,MSFT,Ex-Dividend Date,17-Aug-22
4844,MSFT,1y Target Est,357.75
4845,MAA,Previous Close,172.53
4846,MAA,Open,172.14
4847,MAA,Bid,174.03 x 900
4848,MAA,Ask,174.15 x 800
4849,MAA,Day's Range,171.51 - 176.62
4850,MAA,52 Week Range,158.85 - 231.63
4851,MAA,Volume,"504,829"
4852,MAA,Avg. Volume,"734,275"
4853,MAA,Market Cap,20.598B
4854,MAA,Beta (5Y Monthly),0.73
4855,MAA,PE Ratio (TTM),33.65
4856,MAA,EPS (TTM),5.16
4857,MAA,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
4858,MAA,Forward Dividend & Yield,5.00 (2.90%)
4859,MAA,Ex-Dividend Date,14-Jul-22
4860,MAA,1y Target Est,209.78
4861,MRNA,Previous Close,144.27
4862,MRNA,Open,143
4863,MRNA,Bid,145.00 x 1200
4864,MRNA,Ask,145.43 x 1300
4865,MRNA,Day's Range,138.50 - 146.40
4866,MRNA,52 Week Range,115.61 - 497.49
4867,MRNA,Volume,"4,328,990"
4868,MRNA,Avg. Volume,"6,101,277"
4869,MRNA,Market Cap,57.818B
4870,MRNA,Beta (5Y Monthly),1.69
4871,MRNA,PE Ratio (TTM),4.27
4872,MRNA,EPS (TTM),34.02
4873,MRNA,Earnings Date,"Aug 03, 2022 - Aug 08, 2022"
4874,MRNA,Forward Dividend & Yield,N/A (N/A)
4875,MRNA,Ex-Dividend Date,N/A
4876,MRNA,1y Target Est,219.33
4877,MHK,Previous Close,127.95
4878,MHK,Open,128.21
4879,MHK,Bid,130.49 x 800
4880,MHK,Ask,130.64 x 800
4881,MHK,Day's Range,126.56 - 130.65
4882,MHK,52 Week Range,114.96 - 211.75
4883,MHK,Volume,"283,750"
4884,MHK,Avg. Volume,"653,564"
4885,MHK,Market Cap,8.281B
4886,MHK,Beta (5Y Monthly),1.29
4887,MHK,PE Ratio (TTM),8.5
4888,MHK,EPS (TTM),15.34
4889,MHK,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
4890,MHK,Forward Dividend & Yield,N/A (N/A)
4891,MHK,Ex-Dividend Date,N/A
4892,MHK,1y Target Est,165.2
4893,MOH,Previous Close,299.02
4894,MOH,Open,299.58
4895,MOH,Bid,303.98 x 800
4896,MOH,Ask,312.03 x 800
4897,MOH,Day's Range,297.29 - 306.11
4898,MOH,52 Week Range,239.20 - 350.19
4899,MOH,Volume,"638,529"
4900,MOH,Avg. Volume,"626,592"
4901,MOH,Market Cap,17.908B
4902,MOH,Beta (5Y Monthly),0.8
4903,MOH,PE Ratio (TTM),25.96
4904,MOH,EPS (TTM),11.75
4905,MOH,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
4906,MOH,Forward Dividend & Yield,N/A (N/A)
4907,MOH,Ex-Dividend Date,N/A
4908,MOH,1y Target Est,346.75
4909,TAP,Previous Close,55.77
4910,TAP,Open,55.74
4911,TAP,Bid,54.31 x 800
4912,TAP,Ask,56.27 x 1000
4913,TAP,Day's Range,55.22 - 55.99
4914,TAP,52 Week Range,42.46 - 57.45
4915,TAP,Volume,"1,095,704"
4916,TAP,Avg. Volume,"1,480,501"
4917,TAP,Market Cap,11.908B
4918,TAP,Beta (5Y Monthly),0.86
4919,TAP,PE Ratio (TTM),11.24
4920,TAP,EPS (TTM),4.93
4921,TAP,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
4922,TAP,Forward Dividend & Yield,1.52 (2.88%)
4923,TAP,Ex-Dividend Date,2-Jun-22
4924,TAP,1y Target Est,56.12
4925,MDLZ,Previous Close,62.65
4926,MDLZ,Open,62.15
4927,MDLZ,Bid,62.58 x 800
4928,MDLZ,Ask,62.53 x 1300
4929,MDLZ,Day's Range,62.08 - 62.81
4930,MDLZ,52 Week Range,57.63 - 69.47
4931,MDLZ,Volume,"5,195,055"
4932,MDLZ,Avg. Volume,"8,251,462"
4933,MDLZ,Market Cap,86.675B
4934,MDLZ,Beta (5Y Monthly),0.64
4935,MDLZ,PE Ratio (TTM),21.07
4936,MDLZ,EPS (TTM),2.97
4937,MDLZ,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
4938,MDLZ,Forward Dividend & Yield,1.40 (2.34%)
4939,MDLZ,Ex-Dividend Date,29-Jun-22
4940,MDLZ,1y Target Est,72.96
4941,MPWR,Previous Close,419.41
4942,MPWR,Open,428.4
4943,MPWR,Bid,417.38 x 1000
4944,MPWR,Ask,425.00 x 1000
4945,MPWR,Day's Range,412.19 - 428.40
4946,MPWR,52 Week Range,351.21 - 580.00
4947,MPWR,Volume,"410,297"
4948,MPWR,Avg. Volume,"488,783"
4949,MPWR,Market Cap,19.444B
4950,MPWR,Beta (5Y Monthly),1
4951,MPWR,PE Ratio (TTM),72.5
4952,MPWR,EPS (TTM),5.75
4953,MPWR,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
4954,MPWR,Forward Dividend & Yield,3.00 (0.73%)
4955,MPWR,Ex-Dividend Date,29-Jun-22
4956,MPWR,1y Target Est,567.56
4957,MNST,Previous Close,94.58
4958,MNST,Open,94
4959,MNST,Bid,93.99 x 1000
4960,MNST,Ask,94.01 x 800
4961,MNST,Day's Range,93.07 - 94.27
4962,MNST,52 Week Range,71.78 - 99.89
4963,MNST,Volume,"2,223,383"
4964,MNST,Avg. Volume,"3,064,801"
4965,MNST,Market Cap,49.9B
4966,MNST,Beta (5Y Monthly),1.01
4967,MNST,PE Ratio (TTM),37.24
4968,MNST,EPS (TTM),2.53
4969,MNST,Earnings Date,"Aug 03, 2022 - Aug 08, 2022"
4970,MNST,Forward Dividend & Yield,N/A (N/A)
4971,MNST,Ex-Dividend Date,N/A
4972,MNST,1y Target Est,101.32
4973,MCO,Previous Close,277.5
4974,MCO,Open,278.13
4975,MCO,Bid,278.58 x 800
4976,MCO,Ask,278.31 x 900
4977,MCO,Day's Range,275.06 - 279.28
4978,MCO,52 Week Range,251.01 - 407.94
4979,MCO,Volume,"600,711"
4980,MCO,Avg. Volume,"1,026,017"
4981,MCO,Market Cap,51.252B
4982,MCO,Beta (5Y Monthly),1.18
4983,MCO,PE Ratio (TTM),26.32
4984,MCO,EPS (TTM),10.56
4985,MCO,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
4986,MCO,Forward Dividend & Yield,2.80 (1.08%)
4987,MCO,Ex-Dividend Date,19-May-22
4988,MCO,1y Target Est,317.53
4989,MS,Previous Close,77.82
4990,MS,Open,78.4
4991,MS,Bid,77.28 x 800
4992,MS,Ask,77.27 x 1100
4993,MS,Day's Range,76.91 - 78.40
4994,MS,52 Week Range,72.23 - 109.73
4995,MS,Volume,"5,615,848"
4996,MS,Avg. Volume,"8,748,245"
4997,MS,Market Cap,135.464B
4998,MS,Beta (5Y Monthly),1.41
4999,MS,PE Ratio (TTM),9.85
5000,MS,EPS (TTM),7.86
5001,MS,Earnings Date,14-Jul-22
5002,MS,Forward Dividend & Yield,2.80 (3.75%)
5003,MS,Ex-Dividend Date,28-Apr-22
5004,MS,1y Target Est,N/A
5005,MOS,Previous Close,46.61
5006,MOS,Open,47.2
5007,MOS,Bid,48.77 x 1100
5008,MOS,Ask,48.78 x 3000
5009,MOS,Day's Range,46.18 - 49.05
5010,MOS,52 Week Range,28.26 - 79.28
5011,MOS,Volume,"6,630,478"
5012,MOS,Avg. Volume,"8,806,209"
5013,MOS,Market Cap,17.644B
5014,MOS,Beta (5Y Monthly),1.57
5015,MOS,PE Ratio (TTM),6.91
5016,MOS,EPS (TTM),7.05
5017,MOS,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
5018,MOS,Forward Dividend & Yield,0.60 (1.33%)
5019,MOS,Ex-Dividend Date,1-Jun-22
5020,MOS,1y Target Est,73.73
5021,MSI,Previous Close,217.33
5022,MSI,Open,217.18
5023,MSI,Bid,217.55 x 800
5024,MSI,Ask,217.68 x 1200
5025,MSI,Day's Range,213.85 - 218.45
5026,MSI,52 Week Range,195.18 - 273.65
5027,MSI,Volume,"584,316"
5028,MSI,Avg. Volume,"880,309"
5029,MSI,Market Cap,36.324B
5030,MSI,Beta (5Y Monthly),0.92
5031,MSI,PE Ratio (TTM),29.74
5032,MSI,EPS (TTM),7.3
5033,MSI,Earnings Date,"Aug 03, 2022 - Aug 08, 2022"
5034,MSI,Forward Dividend & Yield,3.16 (1.54%)
5035,MSI,Ex-Dividend Date,14-Jun-22
